Timestamp,FractionalDate,UncorrectedCountRate[cts/min],CorrectedCountRate[cts/min],Pressure[mbar]
2025-12-13T00:00:00Z,2025.9479452,4659,5545,1023.31
2025-12-14T00:00:00Z,2025.9506849,5251,5531,1006.89
2025-12-15T00:00:00Z,2025.9534247,5603,5532,998.04
2025-12-16T00:00:00Z,2025.9561644,5378,5540,1003.77
2025-12-17T00:00:00Z,2025.9589041,5452,5524,1001.54
2025-12-18T00:00:00Z,2025.9616438,5295,5503,1004.97
2025-12-19T00:00:00Z,2025.9643836,5495,5500,999.91
2025-12-20T00:00:00Z,2025.9671233,5772,5554,994.56
2025-12-21T00:00:00Z,2025.9698630,5238,5594,1008.71
2025-12-22T00:00:00Z,2025.9726027,4598,5649,1027.62
2025-12-23T00:00:00Z,2025.9753425,4516,5655,1030.16
