filename,date,corrected_flux,chlorophyll_mean
AQUA_MODIS.20220718.L3m.DAY.CHL.chlor_a.4km.nc,2022-07-18,6409,0.3074992194595822
AQUA_MODIS.20220719.L3m.DAY.CHL.chlor_a.4km.nc,2022-07-19,6302,0.40215678238236885
AQUA_MODIS.20220720.L3m.DAY.CHL.chlor_a.4km.nc,2022-07-20,6283,0.683990571753819
AQUA_MODIS.20220721.L3m.DAY.CHL.chlor_a.4km.nc,2022-07-21,6326,0.8514853389764573
AQUA_MODIS.20220722.L3m.DAY.CHL.chlor_a.4km.nc,2022-07-22,6328,0.1860123561489305
AQUA_MODIS.20220723.L3m.DAY.CHL.chlor_a.4km.nc,2022-07-23,6140,0.8410621415240349
AQUA_MODIS.20220724.L3m.DAY.CHL.chlor_a.4km.nc,2022-07-24,6125,0.6413692424639199
AQUA_MODIS.20220725.L3m.DAY.CHL.chlor_a.4km.nc,2022-07-25,6148,0.25251183548540335
AQUA_MODIS.20220726.L3m.DAY.CHL.chlor_a.4km.nc,2022-07-26,6192,0.4472038105304265
AQUA_MODIS.20220727.L3m.DAY.CHL.chlor_a.4km.nc,2022-07-27,6184,0.40103014581191126
AQUA_MODIS.20220728.L3m.DAY.CHL.chlor_a.4km.nc,2022-07-28,6214,0.5717688282699444
AQUA_MODIS.20220729.L3m.DAY.CHL.chlor_a.4km.nc,2022-07-29,6205,0.38877964501452705
AQUA_MODIS.20220730.L3m.DAY.CHL.chlor_a.4km.nc,2022-07-30,6225,0.18356698509154282
AQUA_MODIS.20220731.L3m.DAY.CHL.chlor_a.4km.nc,2022-07-31,6249,0.28452934136204994
AQUA_MODIS.20220801.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-01,6287,0.3296289563714371
AQUA_MODIS.20220802.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-02,6308,0.45477867363402563
AQUA_MODIS.20220803.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-03,6300,0.4305509110012838
AQUA_MODIS.20220804.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-04,6320,0.7852989519146126
AQUA_MODIS.20220805.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-05,6351,0.32293156104095927
AQUA_MODIS.20220806.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-06,6369,0.5520857555505895
AQUA_MODIS.20220807.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-07,6366,0.3890507674048216
AQUA_MODIS.20220808.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-08,6287,0.6245167659572505
AQUA_MODIS.20220809.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-09,6227,0.5473664963856284
AQUA_MODIS.20220810.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-10,6189,0.3106859267363898
AQUA_MODIS.20220811.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-11,6186,0.31555612526554117
AQUA_MODIS.20220812.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-12,6237,0.39573466756875364
AQUA_MODIS.20220813.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-13,6266,0.43609262402727467
AQUA_MODIS.20220814.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-14,6305,0.37568481175701574
AQUA_MODIS.20220815.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-15,6360,0.34760407547954103
AQUA_MODIS.20220816.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-16,6404,0.7426683050144607
AQUA_MODIS.20220817.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-17,6337,0.17655580279770158
AQUA_MODIS.20220818.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-18,6272,0.21248100049874366
AQUA_MODIS.20220819.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-19,6231,0.2616620202282158
AQUA_MODIS.20220820.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-20,6147,0.44283042221730945
AQUA_MODIS.20220821.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-21,6126,0.39046947535499726
AQUA_MODIS.20220822.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-22,6176,0.18250832675902312
AQUA_MODIS.20220823.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-23,6193,0.32512416169830577
AQUA_MODIS.20220824.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-24,6217,0.2726360216450323
AQUA_MODIS.20220825.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-25,6235,0.3404259763551252
AQUA_MODIS.20220826.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-26,6233,0.2746740199497768
AQUA_MODIS.20220827.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-27,6241,0.3641366011654613
AQUA_MODIS.20220828.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-28,6263,0.45805342539440164
AQUA_MODIS.20220829.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-29,6266,0.3062012898173309
AQUA_MODIS.20220830.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-30,6285,0.26771512704307265
AQUA_MODIS.20220831.L3m.DAY.CHL.chlor_a.4km.nc,2022-08-31,6294,0.4328039440358732
AQUA_MODIS.20220901.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-01,6334,0.4306848975695891
AQUA_MODIS.20220902.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-02,6336,0.3486701428707951
AQUA_MODIS.20220903.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-03,6308,0.4139545415521978
AQUA_MODIS.20220904.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-04,6309,0.4271464714637169
AQUA_MODIS.20220905.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-05,6248,0.47744406405158146
AQUA_MODIS.20220906.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-06,6322,0.4679054419199626
AQUA_MODIS.20220907.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-07,6390,0.28636222050107757
AQUA_MODIS.20220908.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-08,6400,0.2852289623330551
AQUA_MODIS.20220909.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-09,6369,0.26953027562011095
AQUA_MODIS.20220910.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-10,6386,0.6310023287969636
AQUA_MODIS.20220911.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-11,6419,0.43776624591297786
AQUA_MODIS.20220912.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-12,6450,0.4106715997939483
AQUA_MODIS.20220913.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-13,6479,0.36927088066593033
AQUA_MODIS.20220914.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-14,6460,0.2938985340066411
AQUA_MODIS.20220915.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-15,6471,0.26328087439903847
AQUA_MODIS.20220916.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-16,6421,0.2686867853821773
AQUA_MODIS.20220917.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-17,6406,0.3976344979816429
AQUA_MODIS.20220918.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-18,6345,0.30507224166892133
AQUA_MODIS.20220919.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-19,6297,0.6376000878280155
AQUA_MODIS.20220920.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-20,6257,0.2415226604808894
AQUA_MODIS.20220921.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-21,6208,0.29160839627377216
AQUA_MODIS.20220922.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-22,6204,0.36191386369945405
AQUA_MODIS.20220923.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-23,6216,0.31025353852343274
AQUA_MODIS.20220924.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-24,6258,0.5139719152223903
AQUA_MODIS.20220925.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-25,6302,0.2665256230737316
AQUA_MODIS.20220926.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-26,6324,0.520834184309645
AQUA_MODIS.20220927.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-27,6186,0.4016895202928753
AQUA_MODIS.20220928.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-28,6177,0.29451955532249335
AQUA_MODIS.20220929.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-29,6242,0.46460621735921886
AQUA_MODIS.20220930.L3m.DAY.CHL.chlor_a.4km.nc,2022-09-30,6227,0.4409324960122321
AQUA_MODIS.20221001.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-01,6239,0.5002657633083354
AQUA_MODIS.20221002.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-02,6236,0.8908011163031304
AQUA_MODIS.20221003.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-03,6244,0.8129692077636719
AQUA_MODIS.20221004.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-04,6216,0.2303474682003426
AQUA_MODIS.20221005.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-05,6355,0.4168046160442073
AQUA_MODIS.20221006.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-06,6413,0.30728695431430053
AQUA_MODIS.20221007.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-07,6480,0.4008643128368447
AQUA_MODIS.20221008.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-08,6451,0.36999883745117723
AQUA_MODIS.20221009.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-09,6449,0.3208345544421423
AQUA_MODIS.20221010.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-10,6442,0.595643798356811
AQUA_MODIS.20221011.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-11,6479,0.2574206636152195
AQUA_MODIS.20221012.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-12,6517,0.38854541148250055
AQUA_MODIS.20221013.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-13,6530,0.30568788282154746
AQUA_MODIS.20221014.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-14,6515,0.326373080549569
AQUA_MODIS.20221015.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-15,6355,0.3629547275641026
AQUA_MODIS.20221016.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-16,6315,0.35635363032252526
AQUA_MODIS.20221017.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-17,6319,0.5209379110456299
AQUA_MODIS.20221018.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-18,6345,0.44147116166913064
AQUA_MODIS.20221019.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-19,6359,0.3839247294834682
AQUA_MODIS.20221020.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-20,6380,0.29949369360131256
AQUA_MODIS.20221021.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-21,6372,0.2769813286394638
AQUA_MODIS.20221022.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-22,6348,0.4593669107098303
AQUA_MODIS.20221023.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-23,6359,0.2258970280864242
AQUA_MODIS.20221024.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-24,6346,0.3752322641367876
AQUA_MODIS.20221025.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-25,6332,0.17609624250219502
AQUA_MODIS.20221026.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-26,6331,0.15157248010981622
AQUA_MODIS.20221027.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-27,6343,0.2359985674658122
AQUA_MODIS.20221028.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-28,6345,0.20378321794813878
AQUA_MODIS.20221029.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-29,6375,0.2739501939486621
AQUA_MODIS.20221030.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-30,6380,0.14207969927320294
AQUA_MODIS.20221031.L3m.DAY.CHL.chlor_a.4km.nc,2022-10-31,6363,0.30874845967490294
AQUA_MODIS.20221101.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-01,6393,0.2282445372212777
AQUA_MODIS.20221102.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-02,6398,0.5681563249723179
AQUA_MODIS.20221103.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-03,6400,0.2556763661364356
AQUA_MODIS.20221104.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-04,6419,0.28154202019253005
AQUA_MODIS.20221105.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-05,6444,0.3269672920231067
AQUA_MODIS.20221106.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-06,6490,0.28656006473102064
AQUA_MODIS.20221107.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-07,6409,0.46658234113689967
AQUA_MODIS.20221108.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-08,6355,0.21924308829922418
AQUA_MODIS.20221109.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-09,6422,0.798700652054052
AQUA_MODIS.20221110.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-10,6413,0.2673302523161797
AQUA_MODIS.20221111.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-11,6406,0.09654831886291504
AQUA_MODIS.20221112.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-12,6327,0.21346324206538478
AQUA_MODIS.20221113.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-13,6357,
AQUA_MODIS.20221114.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-14,6369,0.3283099398158554
AQUA_MODIS.20221115.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-15,6385,0.17285172095804077
AQUA_MODIS.20221116.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-16,6391,0.6531328367955477
AQUA_MODIS.20221117.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-17,6402,0.21010354975581347
AQUA_MODIS.20221118.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-18,6416,0.17673500028477285
AQUA_MODIS.20221119.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-19,6383,0.17506194907191674
AQUA_MODIS.20221120.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-20,6370,0.40895005428429804
AQUA_MODIS.20221121.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-21,6325,0.35535395750618326
AQUA_MODIS.20221122.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-22,6315,0.2510685235313036
AQUA_MODIS.20221123.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-23,6318,0.5421337023983375
AQUA_MODIS.20221124.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-24,6324,0.20575954672913585
AQUA_MODIS.20221125.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-25,6331,0.9282655731757877
AQUA_MODIS.20221126.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-26,6319,0.3783954866455047
AQUA_MODIS.20221127.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-27,6298,0.0933502767687646
AQUA_MODIS.20221128.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-28,6258,0.33820397822784415
AQUA_MODIS.20221129.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-29,6250,0.2292646984125944
AQUA_MODIS.20221130.L3m.DAY.CHL.chlor_a.4km.nc,2022-11-30,6272,0.6050100977426915
AQUA_MODIS.20221201.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-01,6263,0.20450982405548834
AQUA_MODIS.20221202.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-02,6274,0.8394508412503322
AQUA_MODIS.20221203.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-03,6251,0.24579618615200358
AQUA_MODIS.20221204.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-04,6258,0.1568220499399546
AQUA_MODIS.20221205.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-05,6305,0.5140347117581004
AQUA_MODIS.20221206.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-06,6307,0.14559338168238406
AQUA_MODIS.20221207.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-07,6310,0.33258232374698066
AQUA_MODIS.20221208.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-08,6253,0.3957975419293429
AQUA_MODIS.20221209.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-09,6258,0.8997436625417711
AQUA_MODIS.20221210.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-10,6277,0.20156465457075665
AQUA_MODIS.20221211.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-11,6294,0.14958588282267252
AQUA_MODIS.20221212.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-12,6298,0.22716942293951659
AQUA_MODIS.20221213.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-13,6313,0.12200915728174737
AQUA_MODIS.20221214.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-14,6300,0.6031478717257319
AQUA_MODIS.20221215.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-15,6321,0.34294700872932526
AQUA_MODIS.20221216.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-16,6301,1.058751166621341
AQUA_MODIS.20221217.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-17,6300,0.19783678986173645
AQUA_MODIS.20221218.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-18,6291,1.1071017770206226
AQUA_MODIS.20221219.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-19,6212,0.27871674971925886
AQUA_MODIS.20221220.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-20,6188,0.18856426104748966
AQUA_MODIS.20221221.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-21,6173,0.4070711673957027
AQUA_MODIS.20221222.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-22,6166,0.5143334594987955
AQUA_MODIS.20221223.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-23,6190,0.9434708533653846
AQUA_MODIS.20221224.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-24,6202,0.17343660007792266
AQUA_MODIS.20221225.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-25,6204,0.15183107799077314
AQUA_MODIS.20221226.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-26,6083,0.30377943789148415
AQUA_MODIS.20221227.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-27,6032,0.1652761522627555
AQUA_MODIS.20221228.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-28,6066,0.2791990048261227
AQUA_MODIS.20221229.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-29,6119,0.21973057827102804
AQUA_MODIS.20221230.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-30,6120,0.5633793441704036
AQUA_MODIS.20221231.L3m.DAY.CHL.chlor_a.4km.nc,2022-12-31,6199,0.2177259234463527
AQUA_MODIS.20230101.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-01,6284,0.32755876045878257
AQUA_MODIS.20230102.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-02,6307,0.25386133733785377
AQUA_MODIS.20230103.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-03,6335,0.08051379848622128
AQUA_MODIS.20230104.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-04,6226,0.48907031663214035
AQUA_MODIS.20230105.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-05,6290,0.2494250388690086
AQUA_MODIS.20230106.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-06,6264,0.6858036181778983
AQUA_MODIS.20230107.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-07,6259,0.2943066318169372
AQUA_MODIS.20230108.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-08,6265,0.9652039280923468
AQUA_MODIS.20230109.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-09,6272,0.2631859746282879
AQUA_MODIS.20230110.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-10,6309,0.10844890037375017
AQUA_MODIS.20230111.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-11,6279,0.2858577194650286
AQUA_MODIS.20230112.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-12,6272,0.19307150955730232
AQUA_MODIS.20230113.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-13,6217,0.533419915623571
AQUA_MODIS.20230114.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-14,6179,0.22704172454034316
AQUA_MODIS.20230115.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-15,6188,0.5146734460274979
AQUA_MODIS.20230116.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-16,6190,0.25405498430113344
AQUA_MODIS.20230117.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-17,6173,0.09229411284128824
AQUA_MODIS.20230118.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-18,6084,0.2916355515778913
AQUA_MODIS.20230119.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-19,6097,0.4103389743393176
AQUA_MODIS.20230120.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-20,6057,0.6276051794881767
AQUA_MODIS.20230121.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-21,6021,0.488835108356219
AQUA_MODIS.20230122.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-22,6058,0.8978411716833036
AQUA_MODIS.20230123.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-23,6136,0.15949907497418225
AQUA_MODIS.20230124.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-24,6140,0.11054001601291147
AQUA_MODIS.20230125.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-25,6154,0.3541624886984457
AQUA_MODIS.20230126.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-26,6157,0.21432045669341696
AQUA_MODIS.20230127.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-27,6140,0.6367911267464047
AQUA_MODIS.20230128.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-28,6181,0.09191455152912802
AQUA_MODIS.20230129.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-29,6233,0.24415892896271574
AQUA_MODIS.20230130.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-30,6261,0.28252700564140454
AQUA_MODIS.20230131.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-31,6255,0.3561885724748884
